iter	Logloss
260	0.3715425127
261	0.3713387479
262	0.3711035225
263	0.3708469519
264	0.3707222242
265	0.3706104407
266	0.3704524094
267	0.3702835769
268	0.3702407151
269	0.3700337356
270	0.3697492192
271	0.3695434827
272	0.3694206838
273	0.3691559695
274	0.3690072392
275	0.3687907015
276	0.3687179651
277	0.3685200723
278	0.3683176791
279	0.3682772176
280	0.3681531327
281	0.3679132354
282	0.3677420027
283	0.3674883039
284	0.3672964546
285	0.3670968045
286	0.3669480742
287	0.3669193568
288	0.3667618827
289	0.3666459844
290	0.3665293576
291	0.3663859421
292	0.3662201956
293	0.3659556528
294	0.3655708827
295	0.3653743615
296	0.3651307781
297	0.3650649853
298	0.3647754969
299	0.3646169084
300	0.3645586164
301	0.3644358603
302	0.3642735856
303	0.3641889336
304	0.3640778359
305	0.3638964878
306	0.3637356705
307	0.3636087996
308	0.3634912727
309	0.3633344843
310	0.3631567794
311	0.3629098099
312	0.362838788
313	0.3627286332
314	0.3624038696
315	0.3622892573
316	0.3621666726
317	0.3618212068
318	0.3617345403
319	0.3617132808
320	0.3615992685
321	0.3615355331
322	0.3614021044
323	0.3611553064
324	0.3610542812
325	0.3608969785
326	0.3608692041
327	0.3608368863
328	0.3606040183
329	0.3605217237
330	0.3604802335
331	0.3603644639
332	0.3601147941
333	0.3599966671
334	0.3596910627
335	0.3595671922
336	0.3593556479
337	0.3593064212
338	0.3591009847
339	0.3589732781
340	0.3588343417
341	0.3587374526
342	0.3585985591
343	0.3584300481
344	0.3582238401
345	0.3581980159
346	0.3579573899
347	0.3578723093
348	0.3576579362
349	0.3575930863
350	0.357514285
351	0.3573873713
352	0.3570795809
353	0.3570278039
354	0.3569854565
355	0.3567512598
356	0.3565213064
357	0.3563153128
358	0.3562007647
359	0.3560271531
360	0.3558992536
361	0.3558029646
362	0.3556454905
363	0.3556052862
364	0.3554283314
365	0.3553693536
366	0.3552651566
367	0.3551780829
368	0.3550598059
369	0.3549736966
370	0.3547975562
371	0.3547537514
372	0.3546681351
373	0.3544572552
374	0.3542905443
375	0.3542486684
376	0.3541036027
377	0.3539828183
378	0.3539073387
379	0.3538058206
380	0.3537378633
381	0.3536263369
382	0.3534821928
383	0.3533631014
384	0.3532345804
385	0.3530713199
386	0.3529510927
387	0.3529146602
388	0.3528165067
389	0.3526574038
390	0.3526096773
391	0.3522303721
392	0.3521592858
393	0.3521072731
394	0.35194652
395	0.3518610108
396	0.351789796
397	0.3517415336
398	0.3516333505
399	0.3515087299
400	0.3513854809
401	0.3513506771
402	0.3511644856
403	0.3510541809
404	0.350999275
405	0.3508855198
406	0.3507871735
407	0.3507073863
408	0.3505577345
409	0.3504990567
410	0.3503878947
411	0.3502598237
412	0.3500751538
413	0.3498765324
414	0.3497398248
415	0.349649065
416	0.3495464111
417	0.3493510043
418	0.3492549939
419	0.3490539722
420	0.3489703489
421	0.3489043418
422	0.3488763316
423	0.3487613335
424	0.3486792747
425	0.3484842536
426	0.3482637084
427	0.3481891718
428	0.3480872251
429	0.348028633
430	0.3479858784
431	0.3478091808
432	0.3475335796
433	0.3473889426
434	0.3473344439
435	0.3472866744
436	0.3471796486
437	0.3471259642
438	0.3468809664
439	0.3467910209
440	0.3466451838
441	0.3466156735
442	0.3464754083
443	0.3462743009
444	0.3461337357
445	0.3459193626
446	0.3458634709
447	0.345825924
448	0.3456579487
449	0.3455724823
450	0.3455048465
451	0.3454098219
452	0.3451286273
453	0.3450440396
454	0.3449846332
455	0.3448793218
456	0.3446753427
457	0.3446248515
458	0.3444404816
459	0.3443194614
460	0.3441042525
461	0.3438588046
462	0.3437839894
463	0.3436409168
464	0.3435625869
465	0.3433034447
466	0.3431791241
467	0.3430726555
468	0.3429782525
469	0.3427960471
470	0.3427265896
471	0.3426837921
472	0.3424121985
473	0.342323689
474	0.3422749123
475	0.3421514275
476	0.3420982361
477	0.3419588068
478	0.3418081048
479	0.3416826055
480	0.3416508878
481	0.3414241919
482	0.3413699718
483	0.3413123227
484	0.3411752722
485	0.3410574667
486	0.3409469047
487	0.3408405861
488	0.3407462259
489	0.340672568
490	0.3405535409
491	0.3404728322
492	0.3403087144
493	0.3400940413
494	0.3400630522
495	0.3399899086
496	0.3399444323
497	0.3398555156
498	0.3397272303
499	0.3395652557
500	0.3394967411
501	0.3394713455
502	0.3393002628
503	0.3392222544
504	0.3391293086
505	0.3390826965
506	0.3389823999
507	0.33896967
508	0.3387911722
509	0.3386240113
510	0.338356811
511	0.3381406805
512	0.3380582145
513	0.3377290147
514	0.3376260607
515	0.3374932964
516	0.3372888672
517	0.3372732012
518	0.3371782624
519	0.337088017
520	0.3369893063
521	0.3368779515
522	0.3368309535
523	0.3367772906
524	0.3366322892
525	0.3366015359
526	0.3365460514
527	0.3364530842
528	0.3361377073
529	0.3360675426
530	0.3358718358
531	0.335783862
532	0.3357417503
533	0.3355960632
534	0.3355621595
535	0.3355201764
536	0.3354865728
537	0.3353834045
538	0.3352723711
539	0.3352175509
540	0.3351166114
541	0.3348263087
542	0.3347921479
543	0.3347833398
544	0.3347059743
545	0.3345940193
546	0.3345011808
547	0.3343718025
548	0.334263448
549	0.3341040451
550	0.3340237864
551	0.333962837
552	0.3338607188
553	0.3338100776
554	0.333705945
555	0.3335907968
556	0.3332926504
557	0.3331735804
558	0.3330697692
559	0.3330450808
560	0.3328925143
561	0.3327801951
562	0.3327696297
563	0.332726875
564	0.3326779055
565	0.332557121
566	0.332487685
567	0.3323416978
568	0.3322089335
569	0.33217698
570	0.3321297035
571	0.3320528952
572	0.3320074189
573	0.3319788729
574	0.3318686967
575	0.3317598493
576	0.3315586133
577	0.3314615957
578	0.3313947528
579	0.3313575487
580	0.3312305922
581	0.3311659995
582	0.3311328459
583	0.3309124507
584	0.330777029
585	0.3307630346
586	0.3306787469
587	0.3305436895
588	0.3304210191
589	0.3302879762
590	0.330176557
591	0.3300319629
592	0.3297638411
593	0.3296849969
594	0.3295397383
595	0.329489933
596	0.3293593332
597	0.3291058701
598	0.3289779492
599	0.3288314476
600	0.3288210965
601	0.3287630403
602	0.3286850961
603	0.328476145
604	0.3283370157
605	0.3282506278
606	0.3282075946
607	0.3281150989
608	0.3280330615
609	0.3279361939
610	0.3278473415
611	0.3278307754
612	0.3277937643
613	0.3277394155
614	0.3275502666
615	0.3274834451
616	0.3273678897
617	0.3272381043
618	0.3271241349
619	0.3270701291
620	0.3269731757
621	0.3267247275
622	0.3265218628
623	0.3263918416
624	0.3262765863
625	0.32624444
626	0.3261322707
627	0.3259218837
628	0.3258844654
629	0.3258704711
630	0.3257254268
631	0.3255512366
632	0.3255307916
633	0.3254009204
634	0.3253604803
635	0.3252070138
636	0.3251085174
637	0.3250063564
638	0.3249347987
639	0.3247409778
640	0.3245489571
641	0.3241600722
642	0.3241222253
643	0.3239571003
644	0.3237970759
645	0.3237938613
646	0.3237366623
647	0.3236334511
648	0.3235594503
649	0.3235069446
650	0.3233875318
651	0.3233564998
652	0.3231844527
653	0.3230688974
654	0.3230247712
655	0.322863761
656	0.3228144271
657	0.3226593961
658	0.3226242923
659	0.3222991429
660	0.3222903348
661	0.322170729
662	0.3220589241
663	0.3217665426
664	0.3216720324
665	0.3216340569
666	0.3215464045
667	0.3213725572
668	0.3211763789
669	0.3210713676
670	0.3210294916
671	0.320950626
672	0.3207886514
673	0.3207383102
674	0.3205618483
675	0.3204927766
676	0.3204642735
677	0.3204148968
678	0.3203316163
679	0.3201643697
680	0.3200413565
681	0.3199819501
682	0.319859794
683	0.3197266225
684	0.319686611
685	0.3195651194
686	0.3194084167
687	0.3191366731
688	0.3190853462
689	0.318955025
690	0.3188283256
691	0.318805866
692	0.3187771058
693	0.3187745341
694	0.3186502564
695	0.3185257215
696	0.3183841062
697	0.3182885888
698	0.3181886137
699	0.318119992
700	0.3179726333
701	0.3178762372
702	0.3177131696
703	0.3174316749
704	0.3173010751
705	0.3172636139
706	0.3170940528
707	0.317051491
708	0.3169400076
709	0.3168688142
710	0.3168352106
711	0.3167807976
712	0.3166702785
713	0.3165934488
714	0.3163310276
715	0.316289816
716	0.3162504046
717	0.3161965702
718	0.3161461005
719	0.3160188225
720	0.3158071925
721	0.3157236978
722	0.3155741102
723	0.3155026811
724	0.3154492753
725	0.3153722956
726	0.315175903
727	0.3150996733
728	0.3149369915
729	0.3149047809
730	0.3147621798
731	0.3144661121
732	0.3142881072
733	0.3140336369
734	0.3138412304
735	0.3137667152
736	0.3136955647
737	0.3136563248
738	0.3135922893
739	0.313517324
740	0.3131863455
741	0.3130765336
742	0.3128798195
743	0.3128003324
744	0.3126622746
745	0.3125503626
746	0.3125096653
747	0.31244728
748	0.3123321748
749	0.3122733898
750	0.3122159122
751	0.3121281742
752	0.3119570914
753	0.3118363927
754	0.311662824
755	0.3114926628
756	0.3114494367
757	0.3113138435
758	0.3113112289
759	0.311289798
760	0.3110400211
761	0.3109789645
762	0.3108108821
763	0.3107460965
764	0.3106365418
765	0.3103275085
766	0.3102027379
767	0.3100545862
768	0.3098024947
769	0.3095989013
770	0.3094943186
771	0.3093742628
772	0.3092347906
773	0.3090730731
774	0.3089976364
775	0.3089442735
776	0.3088322329
777	0.3087509455
778	0.3086156952
779	0.3085012972
780	0.3084030794
781	0.308299804
782	0.3081589388
783	0.3078476767
784	0.3077051398
785	0.3074466834
786	0.3073049824
787	0.3072639851
788	0.3070743432
789	0.3068663351
790	0.3067463864
791	0.306705732
792	0.3066257305
793	0.3064273663
794	0.3064022707
795	0.3063155614
796	0.3062285305
797	0.3061898049
798	0.3060262444
799	0.3059251978
800	0.30576018
801	0.3056378525
802	0.3053623157
803	0.3053460925
804	0.3051450279
805	0.3049078309
806	0.3048441812
807	0.3047046233
808	0.3045908467
809	0.304367344
810	0.3040858065
811	0.3040029119
812	0.3039293825
813	0.3038814416
814	0.3038218423
815	0.3035999041
816	0.3034138626
817	0.3032774979
818	0.3032220133
819	0.3031446478
820	0.3031064151
821	0.3029428332
822	0.3029043219
823	0.3028265278
824	0.3027343107
825	0.3026569452
826	0.302641965
827	0.3026317639
828	0.3025735148
829	0.3024272276
830	0.3023781294
831	0.302293006
832	0.3022122758
833	0.3020871195
834	0.3019757217
835	0.3018235625
836	0.301724466
837	0.3016847118
838	0.3016759894
839	0.3015572623
840	0.3012880904
841	0.3011970734
842	0.3010279195
843	0.3009031274
844	0.3008650876
845	0.300811489
846	0.3006931048
847	0.3006053882
848	0.3003835357
849	0.3003461816
850	0.3001051056
851	0.2999241861
852	0.2997780275
853	0.2996939756
854	0.2996099879
855	0.2994993831
856	0.2993690191
857	0.2992375406
858	0.2991931144
859	0.2990142308
860	0.2988984826
861	0.2988663577
862	0.2988516347
863	0.2987176702
864	0.2986266747
865	0.2985714902
866	0.298520849
867	0.2984286105
868	0.2982109156
869	0.2981214202
870	0.2979214272
871	0.2978598563
872	0.2977896272
873	0.2975744183
874	0.2975226199
875	0.2974233949
876	0.2973617168
877	0.2971882981
878	0.2971787828
879	0.2971077394
880	0.2970888802
881	0.2969686958
882	0.2969206478
883	0.2968571052
884	0.296825559
885	0.2966841151
886	0.2965870546
887	0.2965012883
888	0.2963915621
889	0.2963414996
890	0.2961959625
891	0.2960337735
892	0.2957402133
893	0.2956090348
894	0.2955731167
895	0.2955654659
896	0.2955301692
897	0.2954872431
898	0.2953942117
899	0.2951401271
900	0.2950582183
901	0.294963108
902	0.2948962222
903	0.294762965
904	0.2946861353
905	0.2946532174
906	0.294548399
907	0.2943792022
908	0.2942714477
909	0.2941512847
910	0.2940913425
911	0.2940222922
912	0.2938271426
913	0.2936197774
914	0.293407976
915	0.2933386685
916	0.2932895275
917	0.2932239061
918	0.2931180375
919	0.2929893879
920	0.2929357464
921	0.292808747
922	0.2927420541
923	0.2927015069
924	0.2926502871
925	0.2924713178
926	0.2923997386
927	0.2921463827
928	0.2921357744
929	0.2919542334
930	0.2917437178
931	0.2916417068
932	0.291488626
933	0.2914452071
934	0.2912830396
935	0.2912569367
936	0.2911994377
937	0.2911258655
938	0.2910448996
939	0.2908742026
940	0.2908559221
941	0.2907287298
942	0.2906953404
943	0.2904520356
944	0.2902898038
945	0.2902066949
946	0.2900774238
947	0.2900070662
948	0.2899593182
949	0.2898902036
950	0.2897879783
951	0.2896852386
952	0.2896276753
953	0.2893915498
954	0.2892760802
955	0.2892520347
956	0.2892072013
957	0.2889496021
958	0.288907919
959	0.2886416403
960	0.2884912384
961	0.2884269029
962	0.2884035432
963	0.2883301638
964	0.2882670713
965	0.2880192017
966	0.2879657102
967	0.2877565663
968	0.287727956
969	0.2876567412
970	0.2875750895
971	0.2875204622
972	0.2874745787
973	0.2873779897
974	0.2872941735
975	0.2871823043
976	0.287087987
977	0.2869221119
978	0.286760223
979	0.2867217117
980	0.2864788784
981	0.2863990698
982	0.2863075814
983	0.2862764423
984	0.2860732989
985	0.286047089
986	0.2859751884
987	0.2858507392
988	0.2855776455
989	0.28550028
990	0.2854512675
991	0.2854142135
992	0.2853067805
993	0.2852600398
994	0.2852185281
995	0.2851634079
996	0.2850314151
997	0.2849804525
998	0.2848818918
999	0.2847242248
